Year,State,Crop,Area (hectares),Production (tonnes),Yield (tonnes/hectare),Annual Rainfall (mm)
1999,West Bengal,Jute,613923,7593680,13.94058824,2318.1
1999,West Bengal,Khesari,23091,21964,0.999375,2318.1
1999,West Bengal,Linseed,9855,4004,0.360769231,2318.1
1999,West Bengal,Maize,35129,69682,1.941538462,2318.1
1999,West Bengal,Masoor,58760,34165,0.636470588,2318.1
1999,West Bengal,Mesta,8864,81720,9.842142857,2318.1
1999,West Bengal,Moong(Green Gram),578,293,0.5325,2318.1
1999,West Bengal,Moong(Green Gram),2375,1465,0.615,2318.1
1999,West Bengal,Moong(Green Gram),7947,3942,0.850625,2318.1
1999,West Bengal,Niger seed,6733,3528,0.3875,2318.1
1999,West Bengal,Other Kharif pulses,783,419,0.591666667,2318.1
1999,West Bengal,Peas & beans (Pulses),7041,6027,0.931333333,2318.1
1999,West Bengal,Potato,2478,33214,13.4,2318.1
1999,West Bengal,Potato,313373,7449103,20.56777778,2318.1
1999,West Bengal,Ragi,12489,15051,0.898,2318.1
1999,West Bengal,Rapeseed &Mustard,345961,278540,0.766111111,2318.1
1999,West Bengal,Rice,427155,827970,1.868888889,2318.1
1999,West Bengal,Rice,1474338,4468400,2.897222222,2318.1
1999,West Bengal,Rice,4248946,8463310,1.906666667,2318.1
1999,West Bengal,Safflower,60,19,0.542,2318.1
1999,West Bengal,Sannhamp,1448,7810,5.421666667,2318.1
1999,West Bengal,Sannhamp,107,298,3.6,2318.1
1999,West Bengal,Sesamum,891,406,0.377777778,2318.1
1999,West Bengal,Sesamum,102044,72230,0.638235294,2318.1
1999,West Bengal,Sesamum,2510,1285,0.5425,2318.1
1999,West Bengal,Small millets,3702,1924,0.617142857,2318.1
1999,West Bengal,Small millets,1505,1541,0.918,2318.1
1999,West Bengal,Soyabean,730,441,0.448333333,2318.1
1999,West Bengal,Sugarcane,22883,1762806,78.571875,2318.1
1999,West Bengal,Sunflower,150,90,0.683333333,2318.1
1999,West Bengal,Tobacco,11442,6694,0.592,2318.1
1999,West Bengal,Turmeric,13283,20023,1.425555556,2318.1
1999,West Bengal,Urad,60254,35523,0.566666667,2318.1
1999,West Bengal,Urad,18527,10987,0.636923077,2318.1
1999,West Bengal,Wheat,364155,850778,2.096666667,2318.1
2000,Andhra Pradesh,Arecanut,262,724,2.78,935.6
2000,Andhra Pradesh,Arhar/Tur,507366,216457,0.433181818,935.6
2000,Andhra Pradesh,Arhar/Tur,6098,2701,0.42375,935.6
2000,Andhra Pradesh,Bajra,129475,135964,1.001666667,935.6
2000,Andhra Pradesh,Bajra,14229,12524,0.883125,935.6
2000,Andhra Pradesh,Banana,49051,819660,17.63090909,935.6
2000,Andhra Pradesh,Cashewnut,145315,31074,0.190625,935.6
2000,Andhra Pradesh,Castor seed,398561,136860,0.339047619,935.6
2000,Andhra Pradesh,Coconut ,102646,1092707179,9101.813684,935.6
2000,Andhra Pradesh,Coriander,58441,19993,0.395,935.6
2000,Andhra Pradesh,Cotton(lint),1021721,1662683,1.687727273,935.6
2000,Andhra Pradesh,Dry chillies,183741,410643,2.146818182,935.6
2000,Andhra Pradesh,Dry chillies,54262,115528,2.023181818,935.6
2000,Andhra Pradesh,Ginger,2329,6515,3.14875,935.6
2000,Andhra Pradesh,Gram,100,173,1.1575,935.6
2000,Andhra Pradesh,Gram,200763,228546,1.4145,935.6
2000,Andhra Pradesh,Groundnut,1601349,1697233,0.904090909,935.6
2000,Andhra Pradesh,Groundnut,272468,445720,1.668181818,935.6
2000,Andhra Pradesh,Horse-gram,13824,6838,0.5,935.6
2000,Andhra Pradesh,Horse-gram,64789,13492,0.209545455,935.6
2000,Andhra Pradesh,Jowar,332435,328490,0.830909091,935.6
2000,Andhra Pradesh,Jowar,344493,290498,0.840909091,935.6
2000,Andhra Pradesh,Linseed,5486,1093,0.2075,935.6
2000,Andhra Pradesh,Maize,430544,1107165,2.564545455,935.6
2000,Andhra Pradesh,Maize,97123,473602,5.019545455,935.6
2000,Andhra Pradesh,Mesta,77823,686947,8.745384615,935.6
2000,Andhra Pradesh,Moong(Green Gram),392017,141194,0.404090909,935.6
2000,Andhra Pradesh,Moong(Green Gram),128365,43016,0.371578947,935.6
2000,Andhra Pradesh,Niger seed,18452,6001,0.36,935.6
2000,Andhra Pradesh,Onion,17058,227873,12.77315789,935.6
2000,Andhra Pradesh,Onion,13248,308617,22.5085,935.6
2000,Andhra Pradesh,Other  Rabi pulses,14200,5471,0.324705882,935.6
2000,Andhra Pradesh,Other Kharif pulses,19850,5000,0.275263158,935.6
2000,Andhra Pradesh,Potato,2489,14618,6.14375,935.6
2000,Andhra Pradesh,Ragi,83492,92780,1.172,935.6
2000,Andhra Pradesh,Ragi,15760,27299,1.639285714,935.6
2000,Andhra Pradesh,Rapeseed &Mustard,4482,1048,0.151538462,935.6
2000,Andhra Pradesh,Rice,3003673,8233806,2.7,935.6
2000,Andhra Pradesh,Rice,1239053,4224208,2.939090909,935.6
2000,Andhra Pradesh,Safflower,16198,6574,0.34,935.6
2000,Andhra Pradesh,Sesamum,143737,29348,0.192272727,935.6
2000,Andhra Pradesh,Sesamum,39066,7893,0.204444444,935.6
2000,Andhra Pradesh,Small millets,64766,38398,0.668125,935.6
2000,Andhra Pradesh,Small millets,1961,1449,0.681666667,935.6
2000,Andhra Pradesh,Sugarcane,237150,17690131,73.8955,935.6
2000,Andhra Pradesh,Sunflower,197261,167828,1.038421053,935.6
2000,Andhra Pradesh,Sweet potato,1938,25467,13.93277778,935.6
2000,Andhra Pradesh,Tapioca,21506,166124,7.528,935.6
2000,Andhra Pradesh,Tobacco,126144,463405,3.364285714,935.6
2000,Andhra Pradesh,Urad,99423,28296,0.1615,935.6
2000,Andhra Pradesh,Urad,455864,362283,0.655454545,935.6
2000,Andhra Pradesh,Wheat,14261,8121,0.581818182,935.6
2000,Assam,Arecanut,73237,68261,0.957391304,1965.5
2000,Assam,Arhar/Tur,7280,5159,0.714347826,1965.5
2000,Assam,Banana,42534,590095,13.73217391,1965.5
2000,Assam,Castor seed,1662,681,0.417619048,1965.5
2000,Assam,Coconut ,20913,135910000,5771.352609,1965.5
2000,Assam,Cotton(lint),1673,760,0.426521739,1965.5
2000,Assam,Dry chillies,14688,9681,0.637826087,1965.5
2000,Assam,Gram,2661,1329,0.462380952,1965.5
2000,Assam,Jute,69513,668439,9.794782609,1965.5
2000,Assam,Linseed,10206,5278,0.505238095,1965.5
2000,Assam,Maize,20241,14616,0.605652174,1965.5
2000,Assam,Mesta,5049,24557,4.657368421,1965.5
2000,Assam,Niger seed,9044,4653,0.627368421,1965.5
2000,Assam,Onion,7359,17156,2.331304348,1965.5
2000,Assam,Other  Rabi pulses,101474,55752,0.52173913,1965.5
2000,Assam,Potato,80504,668457,7.459565217,1965.5
2000,Assam,Rapeseed &Mustard,274459,141231,0.499565217,1965.5
2000,Assam,Rice,539665,557764,1.197826087,1965.5
2000,Assam,Rice,329255,681027,1.825217391,1965.5
2000,Assam,Rice,1777257,2759652,1.581304348,1965.5
2000,Assam,Sesamum,14960,8076,0.489565217,1965.5
2000,Assam,Small millets,10591,5410,0.495454545,1965.5
2000,Assam,Sugarcane,26768,987696,36.57217391,1965.5
2000,Assam,Sweet potato,8757,30351,3.435217391,1965.5
2000,Assam,Tapioca,2859,13546,4.423478261,1965.5
2000,Assam,Tobacco,1278,624,0.584782609,1965.5
2000,Assam,Turmeric,11626,8032,0.668695652,1965.5
2000,Assam,Wheat,70301,85695,1.175909091,1965.5
2000,Goa,Arecanut,1600,2500,1.56,3886.9
2000,Goa,Banana,2000,14745,7.37,3886.9
2000,Goa,Black pepper,480,100,0.21,3886.9
2000,Goa,Cashewnut,53767,21335,0.4,3886.9
2000,Goa,Coconut ,25025,125120000,4999.8,3886.9
2000,Goa,Groundnut,360,567,1.58,3886.9
2000,Goa,Groundnut,1421,2584,1.82,3886.9
2000,Goa,Other  Rabi pulses,10121,9338,0.92,3886.9
2000,Goa,Other Kharif pulses,650,314,0.48,3886.9
2000,Goa,Ragi,500,499,1,3886.9
2000,Goa,Rice,41000,96568,2.36,3886.9
2000,Goa,Rice,16207,45555,2.81,3886.9
2000,Goa,Sugarcane,1250,72750,58.2,3886.9
2000,Karnataka,Arecanut,119093,162741,1.2925,1213.3
2000,Karnataka,Arhar/Tur,582763,263533,0.492083333,1213.3
2000,Karnataka,Bajra,461048,340498,0.662352941,1213.3
2000,Karnataka,Bajra,160,129,0.81,1213.3
2000,Karnataka,Bajra,913,998,1.11,1213.3
2000,Karnataka,Banana,35335,649567,18.36037037,1213.3
2000,Karnataka,Black pepper,7249,17586,2.263636364,1213.3
2000,Karnataka,Cardamom,19881,1132,0.06,1213.3
2000,Karnataka,Castor seed,30366,38871,1.31,1213.3
2000,Karnataka,Coconut ,335996,1762403000,4673.661111,1213.3
2000,Karnataka,Coriander,9829,1467,0.119047619,1213.3
2000,Karnataka,Cotton(lint),551763,855236,1.593333333,1213.3
2000,Karnataka,Dry chillies,172918,151043,1.049259259,1213.3
2000,Karnataka,Garlic,5949,4156,1.491333333,1213.3
2000,Karnataka,Ginger,10758,141587,12.76823529,1213.3
2000,Karnataka,Gram,369473,239431,0.622380952,1213.3
2000,Karnataka,Groundnut,883611,881807,0.9464,1213.3
2000,Karnataka,Groundnut,179804,199299,1.173846154,1213.3
2000,Karnataka,Horse-gram,161959,92938,0.63625,1213.3
2000,Karnataka,Horse-gram,133213,63457,0.454583333,1213.3
2000,Karnataka,Jowar,402962,589793,1.395238095,1213.3
2000,Karnataka,Jowar,1373422,945212,0.674210526,1213.3
2000,Karnataka,Jowar,5878,11916,2.018571429,1213.3
2000,Karnataka,Linseed,17365,6404,0.360714286,1213.3
2000,Karnataka,Maize,599893,1961879,3.1712,1213.3
2000,Karnataka,Maize,57797,142674,2.397368421,1213.3
2000,Karnataka,Maize,11165,31091,2.774761905,1213.3
2000,Karnataka,Mesta,4288,6666,1.807142857,1213.3
2000,Karnataka,Moong(Green Gram),435355,180709,0.419130435,1213.3
2000,Karnataka,Moong(Green Gram),15474,4147,0.26875,1213.3
2000,Karnataka,Niger seed,43842,8382,0.213043478,1213.3
2000,Karnataka,Onion,120358,645357,6.0164,1213.3
2000,Karnataka,Other  Rabi pulses,33468,3985,0.117407407,1213.3
2000,Karnataka,Other Kharif pulses,169312,51172,0.2812,1213.3
2000,Karnataka,Potato,38298,452462,11.70933333,1213.3
2000,Karnataka,Ragi,983456,1788947,1.644,1213.3
2000,Karnataka,Ragi,28464,25009,1.385384615,1213.3
2000,Karnataka,Ragi,10781,21376,1.982857143,1213.3
2000,Karnataka,Rapeseed &Mustard,7637,2012,0.208888889,1213.3
2000,Karnataka,Rice,1120549,2792657,2.357407407,1213.3
2000,Karnataka,Rice,52005,106335,2.064615385,1213.3
2000,Karnataka,Rice,310892,947744,2.751304348,1213.3
2000,Karnataka,Safflower,93546,72079,0.764,1213.3
2000,Karnataka,Sannhamp,1424,354,0.285,1213.3
2000,Karnataka,Sesamum,97589,40039,0.4372,1213.3
2000,Karnataka,Small millets,71447,47452,0.686363636,1213.3
2000,Karnataka,Soyabean,62553,65266,1.01,1213.3
2000,Karnataka,Sugarcane,417141,42923496,98.80038462,1213.3
2000,Karnataka,Sunflower,188140,100627,0.5375,1213.3
2000,Karnataka,Sunflower,261152,110005,0.510434783,1213.3
2000,Karnataka,Sunflower,28499,20405,0.7235,1213.3
2000,Karnataka,Sweet potato,3501,25771,6.222142857,1213.3
2000,Karnataka,Tapioca,1030,8018,9.558571429,1213.3
2000,Karnataka,Tobacco,70504,52131,0.722857143,1213.3
2000,Karnataka,Turmeric,9251,41040,4.298095238,1213.3
2000,Karnataka,Urad,133729,51657,0.3965,1213.3
2000,Karnataka,Urad,11924,4171,0.363125,1213.3
2000,Karnataka,Wheat,266310,249880,0.93375,1213.3
2000,Kerala,Arecanut,87360,87947,0.825714286,2412.6
2000,Kerala,Banana,45059,327955,7.457857143,2412.6
2000,Kerala,Black pepper,202133,60929,0.22,2412.6
2000,Kerala,Cardamom,41288,7580,0.055,2412.6
2000,Kerala,Cashewnut,92122,66178,0.507857143,2412.6
2000,Kerala,Coconut ,925783,5536000000,5617.002143,2412.6
2000,Kerala,Cotton(lint),3847,6209,1.61,2412.6
2000,Kerala,Garlic,538,9146,17,2412.6
2000,Kerala,Ginger,11612,42699,2.957142857,2412.6
2000,Kerala,Groundnut,3677,2733,0.37,2412.6
2000,Kerala,Jowar,463,236,0.51,2412.6
2000,Kerala,Ragi,1955,1582,0.813333333,2412.6
2000,Kerala,Rice,129752,260306,1.938461538,2412.6
2000,Kerala,Rice,55258,154606,2.23,2412.6
2000,Kerala,Rice,162445,336416,2.042857143,2412.6
2000,Kerala,Sesamum,2002,797,0.345833333,2412.6
2000,Kerala,Sugarcane,3367,275550,90.19,2412.6
2000,Kerala,Sweet potato,816,8963,11.46615385,2412.6
2000,Kerala,Tapioca,114609,2586903,24.29642857,2412.6
2000,Kerala,Tobacco,213,1186,5.57,2412.6
2000,Kerala,Turmeric,4127,9037,1.905714286,2412.6
2000,Meghalaya,Arecanut,11184,13721,1.178571429,6258.8
2000,Meghalaya,Arhar/Tur,863,641,0.78,6258.8
2000,Meghalaya,Banana,5377,64100,11.36285714,6258.8
2000,Meghalaya,Castor seed,23,12,0.515,6258.8
2000,Meghalaya,Cotton(lint),7340,7684,1.036666667,6258.8
2000,Meghalaya,Dry chillies,1810,1146,0.651428571,6258.8
2000,Meghalaya,Ginger,7811,44900,5.897142857,6258.8
2000,Meghalaya,Gram,463,286,0.613333333,6258.8
2000,Meghalaya,Jute,4220,35816,7.133333333,6258.8
2000,Meghalaya,Linseed,54,24,0.44,6258.8
2000,Meghalaya,Maize,16906,24250,1.437142857,6258.8
2000,Meghalaya,Mesta,4635,21358,4.606666667,6258.8
2000,Meghalaya,Other  Rabi pulses,2048,1610,0.761428571,6258.8
2000,Meghalaya,Potato,18318,144292,6.954285714,6258.8
2000,Meghalaya,Rapeseed &Mustard,7126,4730,0.664285714,6258.8
2000,Meghalaya,Rice,102657,165907,1.681428571,6258.8
2000,Meghalaya,Rice,4003,13135,1.744285714,6258.8
2000,Meghalaya,Sesamum,1317,694,0.614285714,6258.8
2000,Meghalaya,Small millets,2800,2266,0.864285714,6258.8
2000,Meghalaya,Soyabean,983,914,0.91,6258.8
2000,Meghalaya,Sugarcane,86,237,2.288,6258.8
2000,Meghalaya,Sweet potato,5143,17363,3.431428571,6258.8
2000,Meghalaya,Tapioca,4110,21879,5.98,6258.8
2000,Meghalaya,Tobacco,700,470,0.64,6258.8
2000,Meghalaya,Turmeric,1523,8565,5.464285714,6258.8
2000,Meghalaya,Wheat,4215,6892,1.395,6258.8
2000,Puducherry,Arecanut,65,130,2,1434.5875
2000,Puducherry,Bajra,186,513,2.76,1434.5875
2000,Puducherry,Banana,239,7532,26.25,1434.5875
2000,Puducherry,Black pepper,12,7,0.58,1434.5875
2000,Puducherry,Cashewnut,202,121,0.603333333,1434.5875
2000,Puducherry,Coconut ,2233,24698000,11937.4475,1434.5875
2000,Puducherry,Coriander,1,1,1,1434.5875
2000,Puducherry,Cotton(lint),452,2300,5.11,1434.5875
2000,Puducherry,Dry chillies,10,33,2.6775,1434.5875
2000,Puducherry,Ginger,227,117,0.54,1434.5875
2000,Puducherry,Groundnut,1175,2158,1.62,1434.5875
2000,Puducherry,Jowar,6,6,1,1434.5875
2000,Puducherry,Moong(Green Gram),2480,1400,0.586666667,1434.5875
2000,Puducherry,Moong(Green Gram),2480,1400,0.586666667,1434.5875
2000,Puducherry,Onion,13,202,15.54,1434.5875
2000,Puducherry,Other  Rabi pulses,64,125,1.18,1434.5875
2000,Puducherry,Ragi,125,276,2.21,1434.5875
2000,Puducherry,Rapeseed &Mustard,63,452,6.265,1434.5875
2000,Puducherry,Rice,42779,103606,2.605,1434.5875
2000,Puducherry,Sugarcane,2464,200413,81.17,1434.5875
2000,Puducherry,Tapioca,342,9685,18.69,1434.5875
2000,Puducherry,Urad,3392,2123,0.706666667,1434.5875
2000,Puducherry,Urad,3392,2123,0.706666667,1434.5875
2000,West Bengal,Arecanut,7773,12191,1.84,1907.7
2000,West Bengal,Arhar/Tur,8868,5930,0.686153846,1907.7
2000,West Bengal,Bajra,313,256,0.8875,1907.7
2000,West Bengal,Barley,3471,1820,0.62,1907.7
2000,West Bengal,Castor seed,100,127,1.27,1907.7
2000,West Bengal,Coconut ,24511,330524800,13234.92556,1907.7
2000,West Bengal,Cotton(lint),1188,2732,2.3,1907.7
2000,West Bengal,Dry chillies,61498,54971,0.941111111,1907.7
2000,West Bengal,Ginger,9328,18898,1.524444444,1907.7
2000,West Bengal,Gram,54685,50170,0.806428571,1907.7
2000,West Bengal,Groundnut,2020,1594,0.968333333,1907.7
2000,West Bengal,Groundnut,8513,12379,1.37,1907.7
2000,West Bengal,Groundnut,25741,39433,1.355625,1907.7
2000,West Bengal,Horse-gram,4311,2164,0.49,1907.7
2000,West Bengal,Jowar,1016,521,0.578333333,1907.7
2000,West Bengal,Jute,612994,7428400,13.52411765,1907.7
2000,West Bengal,Khesari,40018,42090,1.001875,1907.7
2000,West Bengal,Linseed,11869,3972,0.460769231,1907.7
2000,West Bengal,Maize,35267,88264,2.568571429,1907.7
2000,West Bengal,Masoor,75994,68500,0.87625,1907.7
2000,West Bengal,Mesta,10891,83630,6.860833333,1907.7
2000,West Bengal,Moong(Green Gram),635,308,0.498571429,1907.7
2000,West Bengal,Moong(Green Gram),2410,1402,0.583636364,1907.7
2000,West Bengal,Moong(Green Gram),8197,4809,0.544666667,1907.7
2000,West Bengal,Niger seed,6874,3702,0.405555556,1907.7
2000,West Bengal,Other Kharif pulses,825,409,0.548333333,1907.7
2000,West Bengal,Peas & beans (Pulses),7338,6111,0.843333333,1907.7
2000,West Bengal,Potato,299664,7673130,22.39388889,1907.7
2000,West Bengal,Ragi,12651,15242,0.926,1907.7
2000,West Bengal,Rapeseed &Mustard,435998,417020,0.841666667,1907.7
2000,West Bengal,Rice,393944,683950,1.648333333,1907.7
2000,West Bengal,Rice,1401841,4541328,3.021111111,1907.7
2000,West Bengal,Rice,3639538,7202760,1.876111111,1907.7
2000,West Bengal,Safflower,29,9,0.3,1907.7
2000,West Bengal,Sannhamp,1519,7064,4.527142857,1907.7
2000,West Bengal,Sesamum,107161,92276,0.736111111,1907.7
2000,West Bengal,Small millets,3061,1625,0.682857143,1907.7
2000,West Bengal,Small millets,1285,1308,0.946666667,1907.7
2000,West Bengal,Soyabean,538,322,0.5775,1907.7
2000,West Bengal,Sugarcane,21609,1465550,67.08461538,1907.7
2000,West Bengal,Sunflower,246,156,1.276666667,1907.7
2000,West Bengal,Tobacco,10456,5703,0.598,1907.7
2000,West Bengal,Turmeric,13885,22445,1.536111111,1907.7
2000,West Bengal,Urad,56233,27815,0.462222222,1907.7
2000,West Bengal,Urad,13860,8813,0.612307692,1907.7
2000,West Bengal,Wheat,426000,1057610,2.330555556,1907.7
2001,Andhra Pradesh,Arecanut,268,449,1.71,928.4
2001,Andhra Pradesh,Arhar/Tur,414401,185620,0.465,928.4
2001,Andhra Pradesh,Arhar/Tur,5439,2706,0.46,928.4
2001,Andhra Pradesh,Bajra,81851,63589,0.851764706,928.4
2001,Andhra Pradesh,Bajra,9684,7442,0.795,928.4
2001,Andhra Pradesh,Banana,50507,761365,11.73363636,928.4
2001,Andhra Pradesh,Cashewnut,147370,38729,0.236,928.4
2001,Andhra Pradesh,Castor seed,283585,82983,0.296842105,928.4
2001,Andhra Pradesh,Coconut ,104244,1124969850,9057.671111,928.4
2001,Andhra Pradesh,Coriander,57913,22711,0.531176471,928.4
2001,Andhra Pradesh,Cotton(lint),1107852,1876698,1.820454545,928.4
2001,Andhra Pradesh,Dry chillies,170661,463307,2.497272727,928.4
2001,Andhra Pradesh,Dry chillies,54167,128104,2.276363636,928.4
2001,Andhra Pradesh,Ginger,2547,6263,2.4375,928.4
2001,Andhra Pradesh,Gram,91,101,1.092857143,928.4
2001,Andhra Pradesh,Gram,285086,363033,1.419,928.4
2001,Andhra Pradesh,Groundnut,1438665,817551,0.83,928.4
2001,Andhra Pradesh,Groundnut,252453,432682,1.765454545,928.4
2001,Andhra Pradesh,Horse-gram,11412,4417,0.368888889,928.4
2001,Andhra Pradesh,Horse-gram,68927,34846,0.458095238,928.4
2001,Andhra Pradesh,Jowar,299306,287310,0.838095238,928.4
2001,Andhra Pradesh,Jowar,340023,346741,0.854090909,928.4
2001,Andhra Pradesh,Linseed,5872,1419,0.218333333,928.4
2001,Andhra Pradesh,Maize,337533,986011,2.801818182,928.4
2001,Andhra Pradesh,Maize,90752,470744,5.592857143,928.4
2001,Andhra Pradesh,Mesta,78942,671542,8.370909091,928.4
2001,Andhra Pradesh,Moong(Green Gram),338337,113312,0.408636364,928.4
2001,Andhra Pradesh,Moong(Green Gram),137698,42031,0.351,928.4
2001,Andhra Pradesh,Niger seed,19090,8017,0.38,928.4
2001,Andhra Pradesh,Onion,17736,234978,12.74411765,928.4
2001,Andhra Pradesh,Onion,14089,324477,21.08136364,928.4
2001,Andhra Pradesh,Other  Rabi pulses,13750,5012,0.510666667,928.4
2001,Andhra Pradesh,Other Kharif pulses,17331,4573,0.314210526,928.4
2001,Andhra Pradesh,Potato,2348,14653,5.85,928.4
2001,Andhra Pradesh,Ragi,68733,80097,1.252666667,928.4
2001,Andhra Pradesh,Ragi,12994,22707,1.738,928.4
2001,Andhra Pradesh,Rapeseed &Mustard,2452,790,0.3275,928.4
2001,Andhra Pradesh,Rice,2426073,6500545,2.627272727,928.4
2001,Andhra Pradesh,Rice,1398674,4889246,3.025909091,928.4
2001,Andhra Pradesh,Safflower,19728,5920,0.303,928.4
2001,Andhra Pradesh,Sesamum,92861,16651,0.168095238,928.4
2001,Andhra Pradesh,Sesamum,39475,10049,0.283684211,928.4
2001,Andhra Pradesh,Small millets,56370,33223,0.469285714,928.4
2001,Andhra Pradesh,Small millets,931,760,0.732,928.4
2001,Andhra Pradesh,Sugarcane,218298,18081889,84.989,928.4
2001,Andhra Pradesh,Sunflower,267613,219397,0.986111111,928.4
2001,Andhra Pradesh,Sweet potato,1945,25810,14.05764706,928.4
2001,Andhra Pradesh,Tapioca,17694,146361,7.83,928.4
2001,Andhra Pradesh,Tobacco,188936,418057,2.97047619,928.4
2001,Andhra Pradesh,Urad,107061,44570,0.388095238,928.4
2001,Andhra Pradesh,Urad,519831,338499,0.439545455,928.4
2001,Andhra Pradesh,Wheat,13793,9486,0.6275,928.4
2001,Assam,Arecanut,73223,69663,0.985652174,1824.7
2001,Assam,Arhar/Tur,7236,5125,0.709130435,1824.7
2001,Assam,Banana,43600,606192,13.77652174,1824.7
2001,Assam,Castor seed,1636,671,0.42952381,1824.7
2001,Assam,Coconut ,21067,163597000,7700.721304,1824.7
2001,Assam,Cotton(lint),1882,860,0.443913043,1824.7
2001,Assam,Dry chillies,14732,9647,0.637826087,1824.7
2001,Assam,Gram,2463,1295,0.466190476,1824.7
2001,Assam,Jute,68178,674603,9.675652174,1824.7
2001,Assam,Linseed,9972,5114,0.505714286,1824.7
2001,Assam,Maize,19600,13940,0.608695652,1824.7
2001,Assam,Masoor,21308,11217,0.511904762,1824.7
2001,Assam,Mesta,4969,24484,4.6045,1824.7
2001,Assam,Moong(Green Gram),8206,3740,0.44173913,1824.7
2001,Assam,Niger seed,8914,4567,0.532777778,1824.7
2001,Assam,Onion,7476,17453,2.351304348,1824.7
2001,Assam,Other  Rabi pulses,108818,59768,0.529130435,1824.7
2001,Assam,Peas & beans (Pulses),24375,14305,0.587826087,1824.7
2001,Assam,Potato,80056,620571,7.350869565,1824.7
2001,Assam,Rapeseed &Mustard,272323,137056,0.479130435,1824.7
2001,Assam,Rice,495698,487719,1.120434783,1824.7
2001,Assam,Rice,325987,653036,1.806521739,1824.7
2001,Assam,Rice,1714736,2713493,1.600434783,1824.7
2001,Assam,Sesamum,14738,8054,0.489565217,1824.7
2001,Assam,Small millets,8480,4403,0.49173913,1824.7
2001,Assam,Sugarcane,27166,1011398,37.2173913,1824.7
2001,Assam,Sweet potato,8343,28665,3.326956522,1824.7
2001,Assam,Tapioca,2904,13710,4.384347826,1824.7
2001,Assam,Tobacco,1195,593,0.600434783,1824.7
2001,Assam,Turmeric,11812,8164,0.672173913,1824.7
2001,Assam,Urad,41785,23243,0.55173913,1824.7
2001,Assam,Wheat,72245,85300,1.185217391,1824.7
2001,Goa,Arecanut,1600,2500,1.56,2530.6
2001,Goa,Banana,2100,15482,7.37,2530.6
